기준 직업,기준 직업 코드,비교 직업,비교 직업 코드,jaccard
시스템 소프트웨어 개발자,133100,정보보안 전문가,135000,0.1
시스템 소프트웨어 개발자,133100,응용 소프트웨어 개발자,133200,0.235294118
시스템 소프트웨어 개발자,133100,웹 개발자,133300,0.117647059
시스템 소프트웨어 개발자,133100,웹 기획자,133302,0.230769231
시스템 소프트웨어 개발자,133100,데이터 설계 및 프로그래머,134101,0.111111111
시스템 소프트웨어 개발자,133100,네트워크 시스템 개발자,134200,0.2
시스템 소프트웨어 개발자,133100,웹 운영자(홈페이지 관리자),134400,0.1875
시스템 소프트웨어 개발자,133100,화가 및 조각가,414100,0.111111111
시스템 소프트웨어 개발자,133100,주차 관리·안내원,562300,0.111111111
시스템 소프트웨어 개발자,133100,항공기·선박·철도기관차·전동차 등 운송장비 조립·검사원,817300,0.1
시스템 소프트웨어 개발자,133100,가전제품 설치·수리원,832200,0.111111111
응용 소프트웨어 개발자,133200,정보보안 전문가,135000,0.153846154
응용 소프트웨어 개발자,133200,웹 기획자,133302,0.111111111
응용 소프트웨어 개발자,133200,네트워크 시스템 개발자,134200,0.157894737
게임 프로그래머,133206,위관급 장교,250200,0.115384615
모바일 애플리케이션 프로그래머(앱·어플 개발),133207,네트워크 시스템 개발자,134200,0.142857143
모바일 애플리케이션 프로그래머(앱·어플 개발),133207,정보보안 전문가,135000,0.142857143
모바일 애플리케이션 프로그래머(앱·어플 개발),133207,주차 관리·안내원,562300,0.2
모바일 애플리케이션 프로그래머(앱·어플 개발),133207,금속 공작기계 조작원,813200,0.166666667
모바일 애플리케이션 프로그래머(앱·어플 개발),133207,자동조립라인·산업용로봇 조작원,815000,0.166666667
모바일 애플리케이션 프로그래머(앱·어플 개발),133207,핸드폰(휴대폰) 수리원,841200,0.166666667
웹 개발자,133300,웹 기획자,133302,0.75
웹 개발자,133300,네트워크 시스템 개발자,134200,0.25
웹 개발자,133300,웹 운영자(홈페이지 관리자),134400,1
웹 개발자,133300,정보보안 전문가,135000,0.272727273
웹 개발자,133300,컴퓨터시스템 설계 및 분석가,132002,0.230769231
웹 개발자,133300,IT 감리 전문가(시스템 감리),132003,0.181818182
웹 개발자,133300,웹 기획자,133302,0.416666667
웹 개발자,133300,네트워크 시스템 개발자,134200,0.1875
웹 개발자,133300,웹 운영자(홈페이지 관리자),134400,0.333333333
웹 개발자,133300,정보보안 전문가,135000,0.166666667
웹 기획자,133302,데이터 설계 및 프로그래머,134101,0.111111111
웹 기획자,133302,네트워크 시스템 개발자,134200,0.3
웹 기획자,133302,웹 운영자(홈페이지 관리자),134400,0.75
웹 기획자,133302,정보보안 전문가,135000,0.333333333
웹 기획자,133302,컴퓨터시스템 설계 및 분석가,132002,0.272727273
웹 기획자,133302,IT 감리 전문가(시스템 감리),132003,0.2
웹 기획자,133302,웹 개발자,133300,0.266666667
웹 기획자,133302,데이터 설계 및 프로그래머,134101,0.111111111
웹 기획자,133302,네트워크 시스템 개발자,134200,0.214285714
웹 기획자,133302,웹 운영자(홈페이지 관리자),134400,0.285714286
웹 기획자,133302,주차 관리·안내원,562300,0.111111111
웹 기획자,133302,금속 공작기계 조작원,813200,0.1
웹 기획자,133302,자동조립라인·산업용로봇 조작원,815000,0.1
IT 테스터 및 IT QA 전문가,133900,네트워크 시스템 개발자,134200,0.111111111
IT 테스터 및 IT QA 전문가,133900,오락시설 서비스원,524000,0.1
데이터 설계 및 프로그래머,134101,네트워크 시스템 개발자,134200,0.333333333
데이터 설계 및 프로그래머,134101,정보보안 전문가,135000,0.125
데이터 설계 및 프로그래머,134101,컴퓨터시스템 설계 및 분석가,132002,0.2
데이터 설계 및 프로그래머,134101,IT 감리 전문가(시스템 감리),132003,0.111111111
데이터 설계 및 프로그래머,134101,네트워크 시스템 개발자,134200,0.3
데이터 설계 및 프로그래머,134101,미용사,511200,0.111111111
데이터 설계 및 프로그래머,134101,주차 관리·안내원,562300,0.166666667
데이터 분석가(빅데이터 분석가),134102,통신기술 개발자 및 통신망 운영 기술자,131202,0.105263158
데이터 분석가(빅데이터 분석가),134102,사진작가 및 사진사,414200,0.111111111
네트워크 시스템 개발자,134200,정보보안 전문가,135000,0.25
네트워크 시스템 개발자,134200,컴퓨터시스템 설계 및 분석가,132002,0.181818182
네트워크 시스템 개발자,134200,IT 감리 전문가(시스템 감리),132003,0.166666667
네트워크 시스템 개발자,134200,데이터 설계 및 프로그래머,134101,0.333333333
네트워크 시스템 개발자,134200,정보보안 전문가,135000,0.1
네트워크 시스템 개발자,134200,주차 관리·안내원,562300,0.125
네트워크 시스템 개발자,134200,금속 공작기계 조작원,813200,0.125
네트워크 시스템 개발자,134200,자동조립라인·산업용로봇 조작원,815000,0.125
정보시스템 운영자,134301,정보보안 전문가,135000,0.222222222
정보시스템 운영자,134301,컴퓨터시스템 설계 및 분석가,132002,0.272727273
정보시스템 운영자,134301,IT 감리 전문가(시스템 감리),132003,0.1
정보시스템 운영자,134301,데이터 설계 및 프로그래머,134101,0.142857143
정보시스템 운영자,134301,네트워크 시스템 개발자,134200,0.153846154
정보시스템 운영자,134301,정보보안 전문가,135000,0.1
정보시스템 운영자,134301,미용사,511200,0.1
정보시스템 운영자,134301,주차 관리·안내원,562300,0.142857143
정보시스템 운영자,134301,단조원,823101,0.153846154
정보시스템 운영자,134301,사무용 전자기기 설치·수리원(컴퓨터 제외),832100,0.153846154
정보시스템 운영자,134301,핸드폰(휴대폰) 수리원,841200,0.125
네트워크 관리자(클라우딩컴퓨터운영관리자),134302,정보보안 전문가,135000,0.125
네트워크 관리자(클라우딩컴퓨터운영관리자),134302,네트워크 시스템 개발자,134200,0.166666667
네트워크 관리자(클라우딩컴퓨터운영관리자),134302,정보보안 전문가,135000,0.111111111
네트워크 관리자(클라우딩컴퓨터운영관리자),134302,소방공학 기술자 및 연구원,158200,0.111111111
네트워크 관리자(클라우딩컴퓨터운영관리자),134302,문리·어학 강사,214100,0.142857143
네트워크 관리자(클라우딩컴퓨터운영관리자),134302,기타 기술·기능 강사,214308,0.166666667
네트워크 관리자(클라우딩컴퓨터운영관리자),134302,예능 강사,214400,0.142857143
네트워크 관리자(클라우딩컴퓨터운영관리자),134302,주차 관리·안내원,562300,0.166666667
네트워크 관리자(클라우딩컴퓨터운영관리자),134302,용접원,824100,0.333333333
IT 기술지원 전문가,134303,"소음진동, 토양 등 기타 환경 기술자 및 연구원",155305,0.133333333
IT 기술지원 전문가,134303,용접원,824100,0.2
웹 운영자(홈페이지 관리자),134400,정보보안 전문가,135000,0.272727273
웹 운영자(홈페이지 관리자),134400,컴퓨터시스템 설계 및 분석가,132002,0.230769231
웹 운영자(홈페이지 관리자),134400,IT 감리 전문가(시스템 감리),132003,0.181818182
웹 운영자(홈페이지 관리자),134400,웹 개발자,133300,0.3125
웹 운영자(홈페이지 관리자),134400,웹 기획자,133302,0.416666667
웹 운영자(홈페이지 관리자),134400,네트워크 시스템 개발자,134200,0.1875
웹 운영자(홈페이지 관리자),134400,정보보안 전문가,135000,0.166666667
정보보안 전문가,135000,컴퓨터시스템 설계 및 분석가,132002,0.181818182
정보보안 전문가,135000,IT 감리 전문가(시스템 감리),132003,0.166666667
정보보안 전문가,135000,웹 개발자,133300,0.125
정보보안 전문가,135000,웹 기획자,133302,0.166666667
정보보안 전문가,135000,네트워크 시스템 개발자,134200,0.153846154
정보보안 전문가,135000,웹 운영자(홈페이지 관리자),134400,0.133333333
정보보안 전문가,135000,주차 관리·안내원,562300,0.125
정보보안 전문가,135000,금속 공작기계 조작원,813200,0.125
정보보안 전문가,135000,자동조립라인·산업용로봇 조작원,815000,0.125
통신·방송송출 장비 기사,136000,통신기기·장비 개발자 및 연구원,131201,0.1
통신·방송송출 장비 기사,136000,통신기술 개발자 및 통신망 운영 기술자,131202,0.1
통신·방송송출 장비 기사,136000,화가 및 조각가,414100,0.2
통신·방송송출 장비 기사,136000,경기 심판 및 경기 기록원,420300,0.111111111
통신·방송송출 장비 기사,136000,주차 관리·안내원,562300,0.2
건축가(건축설계 포함),140100,"건축시공 기술자(건축견적, 공무포함)",140203,0.3125
건축가(건축설계 포함),140100,"건축시공 기술자(건축견적, 공무포함)",140203,0.3125
건축가(건축설계 포함),140100,소방공학 기술자 및 연구원,158200,0.142857143
건축가(건축설계 포함),140100,용접원,824100,0.181818182
건축구조 기술자,140202,네트워크 시스템 개발자,134200,0.1
건축구조 기술자,140202,"소음진동, 토양 등 기타 환경 기술자 및 연구원",155305,0.1
건축구조 기술자,140202,주차 관리·안내원,562300,0.25
건축구조 기술자,140202,금속가공 제어장치 조작원(용광로·용해로·금속가열로),821100,0.166666667
"건축시공 기술자(건축견적, 공무포함)",140203,네트워크 시스템 개발자,134200,0.1
"건축시공 기술자(건축견적, 공무포함)",140203,건축가(건축설계 포함),140100,0.1875
"건축시공 기술자(건축견적, 공무포함)",140203,소방공학 기술자 및 연구원,158200,0.117647059
"건축시공 기술자(건축견적, 공무포함)",140203,단조원,823101,0.1
"건축시공 기술자(건축견적, 공무포함)",140203,사무용 전자기기 설치·수리원(컴퓨터 제외),832100,0.1
보험 심사원 및 사무원,32300,신용 추심원(채권 관리원),32502,0.428571429
보험 심사원 및 사무원,32300,번역가 및 통역가,411200,0.25
보험 심사원 및 사무원,32300,주차 관리·안내원,562300,0.142857143
보험 심사원 및 사무원,32300,해외 영업원,612200,0.1
출납창구 사무원,32400,신용 추심원(채권 관리원),32502,0.2
출납창구 사무원,32400,보험 모집인 및 투자 권유 대행인,33200,0.5
출납창구 사무원,32400,주차 관리·안내원,562300,0.2
신용 추심원(채권 관리원),32502,교도관 및 소년원학교 교사,240300,0.111111111
신용 추심원(채권 관리원),32502,사진작가 및 사진사,414200,0.111111111
신용 추심원(채권 관리원),32502,주차 관리·안내원,562300,0.166666667
보험 모집인 및 투자 권유 대행인,33200,네트워크 시스템 개발자,134200,0.1
보험 모집인 및 투자 권유 대행인,33200,주차 관리·안내원,562300,0.25
보험 대리인 및 중개인,33201,주차 관리·안내원,562300,0.166666667
보험 대리인 및 중개인,33201,단조원,823101,0.166666667
보험 대리인 및 중개인,33201,사무용 전자기기 설치·수리원(컴퓨터 제외),832100,0.166666667
보험 대리인 및 중개인,33201,핸드폰(휴대폰) 수리원,841200,0.142857143
인문과학 연구원,110100,생명과학 연구원,122101,0.1
인문과학 연구원,110100,임업 및 산림 연구원 및 기술자,122103,0.111111111
인문과학 연구원,110100,비파괴 검사원,158500,0.1
인문과학 연구원,110100,주차 관리·안내원,562300,0.111111111
인문과학 연구원,110100,항공기·선박·철도기관차·전동차 등 운송장비 조립·검사원,817300,0.1
인문과학 연구원,110100,판금원(덕트원 포함),822100,0.111111111
인문과학 연구원,110100,재활용 처리장치·소각로 조작원,853200,0.111111111
사회과학 연구원,110200,자연과학 연구원,121100,0.6
사회과학 연구원,110200,생명과학 연구원,122101,0.125
사회과학 연구원,110200,임업 및 산림 연구원 및 기술자,122103,0.142857143
사회과학 연구원,110200,주차 관리·안내원,562300,0.166666667
사회과학 연구원,110200,식품·담배 등급원,872300,0.1
자연과학 연구원,121100,생명과학 연구원,122101,0.1
자연과학 연구원,121100,임업 및 산림 연구원 및 기술자,122103,0.111111111
자연과학 연구원,121100,주차 관리·안내원,562300,0.125
자연과학 연구원,121100,석유·천연가스 제조 제어장치 조작원,851101,0.1
자연과학 연구원,121100,화학물 가공장치 조작원,851200,0.142857143
생명과학 연구원,122101,임업 및 산림 연구원 및 기술자,122103,0.125
생명과학 연구원,122101,주차 관리·안내원,562300,0.125
농어업 연구원 및 기술자,122102,임업 및 산림 연구원 및 기술자,122103,0.125
농어업 연구원 및 기술자,122102,미용사,511200,0.1
농어업 연구원 및 기술자,122102,주차 관리·안내원,562300,0.142857143
농어업 연구원 및 기술자,122102,타이어·고무제품 생산기계 조작원,852100,0.166666667
농어업 연구원 및 기술자,122102,플라스틱제품 생산기계 조작원,852200,0.111111111
농어업 연구원 및 기술자,122102,화학제품 생산기계 조작원(고무·플라스틱 제외),852300,0.125
임업 및 산림 연구원 및 기술자,122103,주차 관리·안내원,562300,0.142857143
생명과학 시험원,122200,주차 관리·안내원,562300,0.1
생명과학 시험원,122200,단조원,823101,0.125
생명과학 시험원,122200,사무용 전자기기 설치·수리원(컴퓨터 제외),832100,0.125
농림어업 시험원,122300,기술 영업원,612100,0.111111111
농림어업 시험원,122300,통신 기기·서비스 판매원,615200,0.111111111
농림어업 시험원,122300,상품 대여원,615400,0.111111111
농림어업 시험원,122300,노점 및 이동 판매원,615500,0.111111111
통신기기·장비 개발자 및 연구원,131201,통신기술 개발자 및 통신망 운영 기술자,131202,0.133333333
통신기기·장비 개발자 및 연구원,131201,일반기계 조립원,816100,0.142857143
통신기기·장비 개발자 및 연구원,131201,항공기·선박·철도기관차·전동차 등 운송장비 조립·검사원,817300,0.2
통신기기·장비 개발자 및 연구원,131201,단조원,823101,0.1875
통신기기·장비 개발자 및 연구원,131201,사무용 전자기기 설치·수리원(컴퓨터 제외),832100,0.1875
통신기기·장비 개발자 및 연구원,131201,가전제품 설치·수리원,832200,0.222222222
통신기기·장비 개발자 및 연구원,131201,고무·플라스틱 제품 조립원,852400,0.142857143
통신기술 개발자 및 통신망 운영 기술자,131202,네트워크 시스템 개발자,134200,0.111111111
통신기술 개발자 및 통신망 운영 기술자,131202,통신·방송송출 장비 기사,136000,0.1
통신기술 개발자 및 통신망 운영 기술자,131202,단조원,823101,0.166666667
통신기술 개발자 및 통신망 운영 기술자,131202,사무용 전자기기 설치·수리원(컴퓨터 제외),832100,0.166666667
컴퓨터시스템 설계 및 분석가,132002,IT 감리 전문가(시스템 감리),132003,0.181818182
컴퓨터시스템 설계 및 분석가,132002,웹 개발자,133300,0.105263158
컴퓨터시스템 설계 및 분석가,132002,웹 기획자,133302,0.214285714
컴퓨터시스템 설계 및 분석가,132002,데이터 설계 및 프로그래머,134101,0.2
컴퓨터시스템 설계 및 분석가,132002,네트워크 시스템 개발자,134200,0.266666667
컴퓨터시스템 설계 및 분석가,132002,웹 운영자(홈페이지 관리자),134400,0.111111111
컴퓨터시스템 설계 및 분석가,132002,정보보안 전문가,135000,0.153846154
컴퓨터시스템 설계 및 분석가,132002,단조원,823101,0.1875
컴퓨터시스템 설계 및 분석가,132002,사무용 전자기기 설치·수리원(컴퓨터 제외),832100,0.1875
IT 감리 전문가(시스템 감리),132003,데이터 설계 및 프로그래머,134101,0.111111111
IT 감리 전문가(시스템 감리),132003,네트워크 시스템 개발자,134200,0.173913043
IT 감리 전문가(시스템 감리),132003,단조원,823101,0.166666667
IT 감리 전문가(시스템 감리),132003,사무용 전자기기 설치·수리원(컴퓨터 제외),832100,0.166666667
IT 감리 전문가(시스템 감리),132003,핸드폰(휴대폰) 수리원,841200,0.1
시스템 소프트웨어 개발자,133100,응용 소프트웨어 개발자,133200,0.375
시스템 소프트웨어 개발자,133100,게임 프로그래머,133206,0.142857143
시스템 소프트웨어 개발자,133100,웹 기획자,133302,0.2
시스템 소프트웨어 개발자,133100,네트워크 시스템 개발자,134200,0.25
시스템 소프트웨어 개발자,133100,웹 운영자(홈페이지 관리자),134400,0.166666667
응용 소프트웨어 개발자,133200,모바일 애플리케이션 프로그래머(앱·어플 개발),133207,0.105263158
응용 소프트웨어 개발자,133200,웹 기획자,133302,0.166666667
응용 소프트웨어 개발자,133200,네트워크 시스템 개발자,134200,0.210526316
응용 소프트웨어 개발자,133200,웹 운영자(홈페이지 관리자),134400,0.2
게임 프로그래머,133206,네트워크 시스템 개발자,134200,0.107142857
게임 프로그래머,133206,위관급 장교,250200,0.12
모바일 애플리케이션 프로그래머(앱·어플 개발),133207,웹 기획자,133302,0.117647059
모바일 애플리케이션 프로그래머(앱·어플 개발),133207,네트워크 시스템 개발자,134200,0.111111111
모바일 애플리케이션 프로그래머(앱·어플 개발),133207,웹 운영자(홈페이지 관리자),134400,0.15
웹 개발자,133300,웹 기획자,133302,0.352941176
웹 개발자,133300,네트워크 시스템 개발자,134200,0.19047619
웹 개발자,133300,웹 운영자(홈페이지 관리자),134400,0.625
웹 개발자,133300,정보보안 전문가,135000,0.117647059
웹 기획자,133302,네트워크 시스템 개발자,134200,0.333333333
웹 기획자,133302,웹 운영자(홈페이지 관리자),134400,0.5
IT 테스터 및 IT QA 전문가,133900,네트워크 시스템 개발자,134200,0.111111111
IT 테스터 및 IT QA 전문가,133900,오락시설 서비스원,524000,0.1
데이터 설계 및 프로그래머,134101,네트워크 시스템 개발자,134200,0.3
데이터 설계 및 프로그래머,134101,미용사,511200,0.111111111
데이터 설계 및 프로그래머,134101,주차 관리·안내원,562300,0.166666667
네트워크 시스템 개발자,134200,웹 운영자(홈페이지 관리자),134400,0.166666667
정보시스템 운영자,134301,정보보안 전문가,135000,0.1
정보시스템 운영자,134301,미용사,511200,0.1
정보시스템 운영자,134301,주차 관리·안내원,562300,0.142857143
정보시스템 운영자,134301,단조원,823101,0.153846154
정보시스템 운영자,134301,사무용 전자기기 설치·수리원(컴퓨터 제외),832100,0.153846154
정보시스템 운영자,134301,핸드폰(휴대폰) 수리원,841200,0.125
네트워크 관리자(클라우딩컴퓨터운영관리자),134302,정보보안 전문가,135000,0.111111111
네트워크 관리자(클라우딩컴퓨터운영관리자),134302,소방공학 기술자 및 연구원,158200,0.111111111
네트워크 관리자(클라우딩컴퓨터운영관리자),134302,문리·어학 강사,214100,0.142857143
네트워크 관리자(클라우딩컴퓨터운영관리자),134302,기타 기술·기능 강사,214308,0.166666667
네트워크 관리자(클라우딩컴퓨터운영관리자),134302,예능 강사,214400,0.142857143
네트워크 관리자(클라우딩컴퓨터운영관리자),134302,주차 관리·안내원,562300,0.166666667
네트워크 관리자(클라우딩컴퓨터운영관리자),134302,용접원,824100,0.333333333
IT 기술지원 전문가,134303,"소음진동, 토양 등 기타 환경 기술자 및 연구원",155305,0.133333333
IT 기술지원 전문가,134303,용접원,824100,0.2
웹 운영자(홈페이지 관리자),134400,정보보안 전문가,135000,0.125
정보보안 전문가,135000,주차 관리·안내원,562300,0.111111111
통신·방송송출 장비 기사,136000,화가 및 조각가,414100,0.2
통신·방송송출 장비 기사,136000,경기 심판 및 경기 기록원,420300,0.111111111
통신·방송송출 장비 기사,136000,주차 관리·안내원,562300,0.2
건축가(건축설계 포함),140100,"건축시공 기술자(건축견적, 공무포함)",140203,0.3125
건축가(건축설계 포함),140100,소방공학 기술자 및 연구원,158200,0.142857143
건축가(건축설계 포함),140100,용접원,824100,0.181818182
건축구조 기술자,140202,주차 관리·안내원,562300,0.2
건축구조 기술자,140202,금속가공 제어장치 조작원(용광로·용해로·금속가열로),821100,0.166666667
"건축시공 기술자(건축견적, 공무포함)",140203,소방공학 기술자 및 연구원,158200,0.117647059
"건축시공 기술자(건축견적, 공무포함)",140203,단조원,823101,0.1
"건축시공 기술자(건축견적, 공무포함)",140203,사무용 전자기기 설치·수리원(컴퓨터 제외),832100,0.1
화학공학 시험원,154200,폐기물처리 기술자 및 연구원,155303,0.133333333
화학공학 시험원,154200,변리사,221400,0.107142857
화학공학 시험원,154200,석유·천연가스 제조 제어장치 조작원,851101,0.333333333
화학공학 시험원,154200,화학물 가공장치 조작원,851200,0.25
가스·에너지공학 기술자 및 연구원,155100,가스·에너지 시험원,155200,0.285714286
가스·에너지공학 기술자 및 연구원,155100,폐기물처리 기술자 및 연구원,155303,0.142857143
가스·에너지공학 기술자 및 연구원,155100,소방공학 기술자 및 연구원,158200,0.2
가스·에너지공학 기술자 및 연구원,155100,산업 안전원 및 위험물 관리원,158400,0.111111111
가스·에너지공학 기술자 및 연구원,155100,비파괴 검사원,158500,0.25
가스·에너지공학 기술자 및 연구원,155100,주차 관리·안내원,562300,0.142857143
가스·에너지공학 기술자 및 연구원,155100,철도기관차·전동차 정비원,812300,0.1
가스·에너지공학 기술자 및 연구원,155100,일반기계 조립원,816100,0.166666667
가스·에너지공학 기술자 및 연구원,155100,항공기·선박·철도기관차·전동차 등 운송장비 조립·검사원,817300,0.25
가스·에너지공학 기술자 및 연구원,155100,판금원(덕트원 포함),822100,0.142857143
가스·에너지공학 기술자 및 연구원,155100,시멘트·광물제품 생산기계 조작원,826300,0.2
가스·에너지공학 기술자 및 연구원,155100,가전제품 설치·수리원,832200,0.142857143
가스·에너지공학 기술자 및 연구원,155100,발전·배전 장치 조작원,833000,0.285714286
가스·에너지공학 기술자 및 연구원,155100,고무·플라스틱 제품 조립원,852400,0.166666667
가스·에너지공학 기술자 및 연구원,155100,재활용 처리장치·소각로 조작원,853200,0.142857143
"에너지공학 기술자 및 연구원(에너지, 탐사, 시추)",155102,가스·에너지 시험원,155200,0.166666667
"에너지공학 기술자 및 연구원(에너지, 탐사, 시추)",155102,폐기물처리 기술자 및 연구원,155303,0.181818182
"에너지공학 기술자 및 연구원(에너지, 탐사, 시추)",155102,기타 항공·철도운송종사원(항공기유도원·화물열차차장·신호수),621900,0.125
"에너지공학 기술자 및 연구원(에너지, 탐사, 시추)",155102,일반기계 조립원,816100,0.125
"에너지공학 기술자 및 연구원(에너지, 탐사, 시추)",155102,항공기·선박·철도기관차·전동차 등 운송장비 조립·검사원,817300,0.166666667
"에너지공학 기술자 및 연구원(에너지, 탐사, 시추)",155102,시멘트·광물제품 생산기계 조작원,826300,0.142857143
"에너지공학 기술자 및 연구원(에너지, 탐사, 시추)",155102,가전제품 설치·수리원,832200,0.181818182
"에너지공학 기술자 및 연구원(에너지, 탐사, 시추)",155102,통신장비 설치·수리원,842200,0.125
"에너지공학 기술자 및 연구원(에너지, 탐사, 시추)",155102,석유·천연가스 제조 제어장치 조작원,851101,0.230769231
"에너지공학 기술자 및 연구원(에너지, 탐사, 시추)",155102,고무·플라스틱 제품 조립원,852400,0.125
가스·에너지 시험원,155200,수질 환경 기술자 및 연구원,155302,0.125
가스·에너지 시험원,155200,폐기물처리 기술자 및 연구원,155303,0.428571429
가스·에너지 시험원,155200,소방공학 기술자 및 연구원,158200,0.181818182
가스·에너지 시험원,155200,산업 안전원 및 위험물 관리원,158400,0.222222222
가스·에너지 시험원,155200,비파괴 검사원,158500,0.111111111
가스·에너지 시험원,155200,주차 관리·안내원,562300,0.125
가스·에너지 시험원,155200,일반기계 조립원,816100,0.230769231
가스·에너지 시험원,155200,항공기·선박·철도기관차·전동차 등 운송장비 조립·검사원,817300,0.333333333
가스·에너지 시험원,155200,판금원(덕트원 포함),822100,0.125
가스·에너지 시험원,155200,시멘트·광물제품 생산기계 조작원,826300,0.181818182
가스·에너지 시험원,155200,가전제품 설치·수리원,832200,0.25
가스·에너지 시험원,155200,발전·배전 장치 조작원,833000,0.375
가스·에너지 시험원,155200,석유·천연가스 제조 제어장치 조작원,851101,0.3
가스·에너지 시험원,155200,화학물 가공장치 조작원,851200,0.125
가스·에너지 시험원,155200,고무·플라스틱 제품 조립원,852400,0.230769231
가스·에너지 시험원,155200,재활용 처리장치·소각로 조작원,853200,0.125
수질 환경 기술자 및 연구원,155302,폐기물처리 기술자 및 연구원,155303,0.4
수질 환경 기술자 및 연구원,155302,환경영향 평가원,155304,0.153846154
수질 환경 기술자 및 연구원,155302,환경공학 시험원,155400,0.5
수질 환경 기술자 및 연구원,155302,보건위생·환경 검사원,155500,0.111111111
수질 환경 기술자 및 연구원,155302,식품공학 기술자 및 연구원,157100,0.1
수질 환경 기술자 및 연구원,155302,약사 및 한약사,303000,0.142857143
수질 환경 기술자 및 연구원,155302,주차 관리·안내원,562300,0.166666667
수질 환경 기술자 및 연구원,155302,발전·배전 장치 조작원,833000,0.142857143
수질 환경 기술자 및 연구원,155302,석유·천연가스 제조 제어장치 조작원,851101,0.25
수질 환경 기술자 및 연구원,155302,화학물 가공장치 조작원,851200,0.2
수질 환경 기술자 및 연구원,155302,재활용 처리장치·소각로 조작원,853200,0.166666667
폐기물처리 기술자 및 연구원,155303,"소음진동, 토양 등 기타 환경 기술자 및 연구원",155305,0.181818182
폐기물처리 기술자 및 연구원,155303,환경공학 시험원,155400,0.166666667
폐기물처리 기술자 및 연구원,155303,보건위생·환경 검사원,155500,0.222222222
폐기물처리 기술자 및 연구원,155303,소방공학 기술자 및 연구원,158200,0.1
폐기물처리 기술자 및 연구원,155303,산업 안전원 및 위험물 관리원,158400,0.25
폐기물처리 기술자 및 연구원,155303,비파괴 검사원,158500,0.125
폐기물처리 기술자 및 연구원,155303,주차 관리·안내원,562300,0.142857143
폐기물처리 기술자 및 연구원,155303,항공기·선박·철도기관차·전동차 등 운송장비 조립·검사원,817300,0.125
폐기물처리 기술자 및 연구원,155303,판금원(덕트원 포함),822100,0.142857143
폐기물처리 기술자 및 연구원,155303,시멘트·광물제품 생산기계 조작원,826300,0.1
폐기물처리 기술자 및 연구원,155303,발전·배전 장치 조작원,833000,0.285714286
폐기물처리 기술자 및 연구원,155303,석유·천연가스 제조 제어장치 조작원,851101,0.375
폐기물처리 기술자 및 연구원,155303,화학물 가공장치 조작원,851200,0.166666667
폐기물처리 기술자 및 연구원,155303,재활용 처리장치·소각로 조작원,853200,0.285714286
환경영향 평가원,155304,환경공학 시험원,155400,0.153846154
"소음진동, 토양 등 기타 환경 기술자 및 연구원",155305,재활용 처리장치·소각로 조작원,853200,0.166666667
환경공학 시험원,155400,보건위생·환경 검사원,155500,0.111111111
환경공학 시험원,155400,약사 및 한약사,303000,0.142857143
환경공학 시험원,155400,주차 관리·안내원,562300,0.166666667
환경공학 시험원,155400,재활용 처리장치·소각로 조작원,853200,0.166666667
보건위생·환경 검사원,155500,식품공학 기술자 및 연구원,157100,0.142857143
보건위생·환경 검사원,155500,주차 관리·안내원,562300,0.1
보건위생·환경 검사원,155500,석유·천연가스 제조 제어장치 조작원,851101,0.25
보건위생·환경 검사원,155500,화학물 가공장치 조작원,851200,0.1
보건위생·환경 검사원,155500,재활용 처리장치·소각로 조작원,853200,0.1
섬유공학 기술자 및 연구원,156100,석유·천연가스 제조 제어장치 조작원,851101,0.1875
섬유공학 기술자 및 연구원,156100,화학물 가공장치 조작원,851200,0.153846154
섬유공학 시험원(섬유·염료),156200,식품공학 기술자 및 연구원,157100,0.111111111
섬유공학 시험원(섬유·염료),156200,변리사,221400,0.105263158
섬유공학 시험원(섬유·염료),156200,약사 및 한약사,303000,0.166666667
섬유공학 시험원(섬유·염료),156200,주차 관리·안내원,562300,0.25
섬유공학 시험원(섬유·염료),156200,발전·배전 장치 조작원,833000,0.166666667
섬유공학 시험원(섬유·염료),156200,석유·천연가스 제조 제어장치 조작원,851101,0.428571429
섬유공학 시험원(섬유·염료),156200,화학물 가공장치 조작원,851200,0.5
식품공학 기술자 및 연구원,157100,석유·천연가스 제조 제어장치 조작원,851101,0.153846154
식품공학 기술자 및 연구원,157100,화학물 가공장치 조작원,851200,0.1
식품공학 시험원,157200,주차 관리·안내원,562300,0.25
소방공학 기술자 및 연구원,158200,산업 안전원 및 위험물 관리원,158400,0.1
소방공학 기술자 및 연구원,158200,비파괴 검사원,158500,0.111111111
소방공학 기술자 및 연구원,158200,주차 관리·안내원,562300,0.111111111
소방공학 기술자 및 연구원,158200,일반기계 조립원,816100,0.166666667
소방공학 기술자 및 연구원,158200,항공기·선박·철도기관차·전동차 등 운송장비 조립·검사원,817300,0.25
소방공학 기술자 및 연구원,158200,판금원(덕트원 포함),822100,0.125
소방공학 기술자 및 연구원,158200,용접원,824100,0.125
소방공학 기술자 및 연구원,158200,시멘트·광물제품 생산기계 조작원,826300,0.2
소방공학 기술자 및 연구원,158200,가전제품 설치·수리원,832200,0.125
소방공학 기술자 및 연구원,158200,화학제품 생산기계 조작원(고무·플라스틱 제외),852300,0.1
소방공학 기술자 및 연구원,158200,고무·플라스틱 제품 조립원,852400,0.166666667
소방공학 기술자 및 연구원,158200,재활용 처리장치·소각로 조작원,853200,0.125
